onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
43-9022.00,Word Processors and Typists,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),65.88,08/2026,Incumbent,O*NET
43-9031.00,Desktop Publishers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,38.7,08/2021,Incumbent,O*NET
43-9041.00,Insurance Claims and Policy Processing Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.85,08/2022,Incumbent,O*NET
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,6.17,07/2016,Incumbent,O*NET
43-9061.00,"Office Clerks, General",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),40.59,08/2018,Incumbent,O*NET
43-9071.00,"Office Machine Operators, Except Computer",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),67.73,07/2017,Incumbent,O*NET
43-9081.00,Proofreaders and Copy Markers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,47.3,07/2016,Incumbent,O*NET
43-9111.00,Statistical Assistants,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.02,08/2026,Incumbent,O*NET
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,32.89,08/2022,Incumbent,O*NET
45-2011.00,Agricultural Inspectors,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.17,07/2013,Incumbent,O*NET
45-2021.00,Animal Breeders,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.74,08/2018,Incumbent,O*NET
45-2041.00,"Graders and Sorters, Agricultural Products",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,63.8,07/2017,Incumbent,O*NET
45-2091.00,Agricultural Equipment Operators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,56.78,08/2019,Incumbent,O*NET
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,38.96,08/2022,Incumbent,O*NET
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,39.39,08/2019,Incumbent,O*NET
45-3031.00,Fishing and Hunting Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,45.0,08/2025,Occupational Expert,O*NET
45-4011.00,Forest and Conservation Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),43.63,08/2023,Incumbent,O*NET
45-4021.00,Fallers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,2.81,08/2026,Incumbent,O*NET
45-4022.00,Logging Equipment Operators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,55.42,07/2017,Incumbent,O*NET
45-4023.00,Log Graders and Scalers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.23,07/2017,Incumbent,O*NET
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,27.04,08/2020,Incumbent,O*NET
47-1011.03,Solar Energy Installation Managers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.86,08/2024,Incumbent,O*NET
47-2011.00,Boilermakers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,32.08,08/2025,Incumbent,O*NET
47-2021.00,Brickmasons and Blockmasons,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),70.42,08/2018,Incumbent,O*NET
47-2031.00,Carpenters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.4,08/2022,Incumbent,O*NET
47-2041.00,Carpet Installers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.22,07/2011,Incumbent,O*NET
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),89.53,12/2005,Incumbent,O*NET
47-2043.00,Floor Sanders and Finishers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,46.62,08/2021,Incumbent,O*NET
47-2044.00,Tile and Stone Setters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.98,08/2023,Incumbent,O*NET
47-2051.00,Cement Masons and Concrete Finishers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,51.7,08/2018,Incumbent,O*NET
47-2053.00,Terrazzo Workers and Finishers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.89,07/2015,Incumbent,O*NET
47-2061.00,Construction Laborers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),34.9,08/2020,Incumbent,O*NET
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,40.99,08/2020,Incumbent,O*NET
47-2072.00,Pile Driver Operators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.59,08/2018,Incumbent,O*NET
47-2073.00,Operating Engineers and Other Construction Equipment Operators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,1.39,08/2020,Incumbent,O*NET
47-2081.00,Drywall and Ceiling Tile Installers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,41.87,07/2016,Incumbent,O*NET
47-2082.00,Tapers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),58.79,08/2026,Incumbent,O*NET
47-2111.00,Electricians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,61.71,08/2022,Incumbent,O*NET
47-2121.00,Glaziers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),44.16,08/2023,Incumbent,O*NET
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),68.21,07/2015,Incumbent,O*NET
47-2132.00,"Insulation Workers, Mechanical",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),71.69,08/2023,Incumbent,O*NET
47-2141.00,"Painters, Construction and Maintenance",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,1.85,08/2025,Incumbent,O*NET
47-2142.00,Paperhangers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.08,06/2008,Incumbent,O*NET
47-2151.00,Pipelayers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,65.4,08/2025,Incumbent,O*NET
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,43.26,08/2022,Incumbent,O*NET
47-2152.04,Solar Thermal Installers and Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),43.24,07/2015,Incumbent,O*NET
47-2161.00,Plasterers and Stucco Masons,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,67.95,07/2015,Incumbent,O*NET
47-2171.00,Reinforcing Iron and Rebar Workers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.05,08/2026,Incumbent,O*NET
47-2181.00,Roofers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),58.38,08/2026,Incumbent,O*NET
47-2211.00,Sheet Metal Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),49.0,08/2023,Incumbent,O*NET
47-2221.00,Structural Iron and Steel Workers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,7.17,08/2026,Incumbent,O*NET
47-2231.00,Solar Photovoltaic Installers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,36.91,08/2024,Incumbent,O*NET
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),58.01,07/2013,Incumbent,O*NET
47-3012.00,Helpers--Carpenters,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,6.74,08/2026,Incumbent,O*NET
47-3013.00,Helpers--Electricians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),70.79,08/2023,Incumbent,O*NET
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,68.24,06/2007,Incumbent,O*NET
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,26.83,07/2011,Incumbent,O*NET
47-3016.00,Helpers--Roofers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),46.14,08/2026,Incumbent,O*NET
47-4011.00,Construction and Building Inspectors,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),36.0,08/2024,Occupational Expert,O*NET
47-4011.01,Energy Auditors,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),34.48,08/2022,Occupational Expert,O*NET
47-4021.00,Elevator and Escalator Installers and Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.49,08/2023,Incumbent,O*NET
47-4031.00,Fence Erectors,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.51,08/2019,Incumbent,O*NET
47-4041.00,Hazardous Materials Removal Workers,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,45.82,08/2026,Incumbent,O*NET
47-4051.00,Highway Maintenance Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),88.29,07/2017,Incumbent,O*NET
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),67.84,08/2026,Incumbent,O*NET
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),40.44,07/2017,Incumbent,O*NET
47-4091.00,Segmental Pavers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),58.91,06/2008,Incumbent,O*NET
47-4099.03,Weatherization Installers and Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),60.87,08/2020,Occupational Expert,O*NET
47-5011.00,"Derrick Operators, Oil and Gas",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,68.54,06/2006,Incumbent,O*NET
47-5012.00,"Rotary Drill Operators, Oil and Gas",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,31.11,12/2005,Incumbent,O*NET
47-5013.00,"Service Unit Operators, Oil and Gas",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,07/2013,Incumbent,O*NET
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),71.12,07/2013,Incumbent,O*NET
47-5023.00,"Earth Drillers, Except Oil and Gas",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),72.77,07/2017,Incumbent,O*NET
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),62.5,06/2006,Occupational Expert,O*NET
47-5041.00,Continuous Mining Machine Operators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),81.27,07/2016,Incumbent,O*NET
47-5043.00,"Roof Bolters, Mining",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),86.71,07/2017,Incumbent,O*NET
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.59,08/2022,Incumbent,O*NET
47-5051.00,"Rock Splitters, Quarry",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,49.54,06/2008,Incumbent,O*NET
47-5071.00,"Roustabouts, Oil and Gas",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.38,08/2023,Incumbent,O*NET
47-5081.00,Helpers--Extraction Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),96.59,08/2018,Incumbent,O*NET
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.15,08/2021,Incumbent,O*NET
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,25.58,08/2026,Incumbent,O*NET
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),30.71,08/2022,Incumbent,O*NET
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,41.27,08/2026,Incumbent,O*NET
49-2091.00,Avionics Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,49.95,07/2015,Incumbent,O*NET
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,39.17,07/2017,Incumbent,O*NET
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,47.69,08/2019,Incumbent,O*NET
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,45.71,08/2021,Incumbent,O*NET
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,50.33,07/2017,Incumbent,O*NET
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,47.4,07/2016,Incumbent,O*NET
49-2097.00,Audiovisual Equipment Installers and Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.35,08/2023,Incumbent,O*NET
49-2098.00,Security and Fire Alarm Systems Installers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,48.58,07/2015,Incumbent,O*NET
49-3011.00,Aircraft Mechanics and Service Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,66.17,08/2025,Incumbent,O*NET
49-3021.00,Automotive Body and Related Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),41.99,08/2019,Incumbent,O*NET
49-3022.00,Automotive Glass Installers and Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),89.5,07/2014,Incumbent,O*NET
49-3023.00,Automotive Service Technicians and Mechanics,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,32.38,08/2026,Incumbent,O*NET
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,39.49,08/2022,Incumbent,O*NET
49-3041.00,Farm Equipment Mechanics and Service Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,51.53,08/2025,Incumbent,O*NET
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,54.58,07/2017,Incumbent,O*NET
49-3043.00,Rail Car Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),61.41,08/2019,Incumbent,O*NET
49-3051.00,Motorboat Mechanics and Service Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,53.7,07/2015,Incumbent,O*NET
49-3052.00,Motorcycle Mechanics,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),25.73,08/2021,Incumbent,O*NET
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.05,08/2018,Incumbent,O*NET
49-3091.00,Bicycle Repairers,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,11.38,08/2026,Incumbent,O*NET
49-3092.00,Recreational Vehicle Service Technicians,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,46.26,08/2025,Incumbent,O*NET
49-3093.00,Tire Repairers and Changers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.91,08/2026,Incumbent,O*NET
49-9011.00,Mechanical Door Repairers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),80.11,08/2026,Incumbent,O*NET
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),46.98,07/2017,Incumbent,O*NET
49-9031.00,Home Appliance Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),68.97,08/2018,Incumbent,O*NET
49-9041.00,Industrial Machinery Mechanics,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,47.22,08/2021,Incumbent,O*NET
49-9043.00,"Maintenance Workers, Machinery",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,54.1,08/2024,Incumbent,O*NET
49-9044.00,Millwrights,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.45,08/2024,Occupational Expert,O*NET
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),74.85,06/2007,Incumbent,O*NET
49-9051.00,Electrical Power-Line Installers and Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),50.29,08/2021,Incumbent,O*NET
49-9052.00,Telecommunications Line Installers and Repairers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),78.28,08/2026,Incumbent,O*NET
49-9061.00,Camera and Photographic Equipment Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.31,07/2015,Incumbent,O*NET
49-9062.00,Medical Equipment Repairers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,39.32,08/2023,Incumbent,O*NET
49-9063.00,Musical Instrument Repairers and Tuners,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,54.55,08/2025,Occupational Expert,O*NET
49-9064.00,Watch and Clock Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),22.37,08/2018,Incumbent,O*NET
49-9071.00,"Maintenance and Repair Workers, General",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,62.97,08/2021,Incumbent,O*NET
49-9081.00,Wind Turbine Service Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,34.42,08/2021,Incumbent,O*NET
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),91.61,07/2017,Incumbent,O*NET
49-9092.00,Commercial Divers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,67.81,08/2026,Incumbent,O*NET
49-9094.00,Locksmiths and Safe Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),61.54,08/2025,Occupational Expert,O*NET
49-9095.00,Manufactured Building and Mobile Home Installers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,59.23,06/2007,Incumbent,O*NET
49-9096.00,Riggers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),62.85,08/2020,Incumbent,O*NET
49-9097.00,Signal and Track Switch Repairers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,33.98,08/2021,Incumbent,O*NET
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),31.74,08/2020,Incumbent,O*NET
49-9099.01,Geothermal Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),65.75,08/2020,Incumbent,O*NET
51-1011.00,First-Line Supervisors of Production and Operating Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.83,08/2020,Incumbent,O*NET
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.84,07/2015,Incumbent,O*NET
51-2021.00,"Coil Winders, Tapers, and Finishers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),57.18,07/2017,Incumbent,O*NET
51-2022.00,Electrical and Electronic Equipment Assemblers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.95,08/2026,Incumbent,O*NET
51-2023.00,Electromechanical Equipment Assemblers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.73,07/2017,Incumbent,O*NET
51-2031.00,Engine and Other Machine Assemblers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.05,07/2014,Incumbent,O*NET
51-2041.00,Structural Metal Fabricators and Fitters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),76.67,08/2024,Incumbent,O*NET
51-2051.00,Fiberglass Laminators and Fabricators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.8,08/2020,Incumbent,O*NET
51-2061.00,Timing Device Assemblers and Adjusters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),91.37,06/2008,Incumbent,O*NET
51-2092.00,Team Assemblers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),81.47,08/2020,Incumbent,O*NET
51-3011.00,Bakers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.94,08/2026,Incumbent,O*NET
51-3021.00,Butchers and Meat Cutters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.93,07/2016,Incumbent,O*NET
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),36.26,07/2017,Incumbent,O*NET
51-3023.00,Slaughterers and Meat Packers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),60.8,07/2017,Incumbent,O*NET
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),60.77,07/2017,Incumbent,O*NET
51-3092.00,Food Batchmakers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),37.83,08/2021,Incumbent,O*NET
51-3093.00,Food Cooking Machine Operators and Tenders,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.92,08/2021,Incumbent,O*NET
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),61.18,08/2026,Incumbent,O*NET
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),82.44,08/2026,Incumbent,O*NET
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),74.21,08/2018,Incumbent,O*NET
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),63.43,08/2025,Incumbent,O*NET
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.88,08/2022,Incumbent,O*NET
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),87.2,08/2026,Incumbent,O*NET
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),31.64,08/2024,Incumbent,O*NET
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.3,08/2023,Incumbent,O*NET
51-4041.00,Machinists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),35.91,08/2020,Incumbent,O*NET
51-4051.00,Metal-Refining Furnace Operators and Tenders,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2018,Incumbent,O*NET
51-4052.00,"Pourers and Casters, Metal",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),79.96,08/2024,Incumbent,O*NET
51-4061.00,"Model Makers, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,37.73,08/2025,Incumbent,O*NET
51-4062.00,"Patternmakers, Metal and Plastic",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),33.31,08/2026,Incumbent,O*NET
51-4071.00,Foundry Mold and Coremakers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.37,08/2023,Incumbent,O*NET
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.98,07/2016,Incumbent,O*NET
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),81.65,08/2021,Incumbent,O*NET
51-4111.00,Tool and Die Makers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,40.85,08/2021,Incumbent,O*NET
51-4121.00,"Welders, Cutters, Solderers, and Brazers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),53.55,08/2022,Incumbent,O*NET
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.0,08/2024,Incumbent,O*NET
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.85,07/2016,Incumbent,O*NET
51-4192.00,"Layout Workers, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),60.01,08/2018,Incumbent,O*NET
